text,id
RobbinHood uses cmd  on the victim's computer., T1059 
RogueRobin uses a command prompt to run a PowerShell script from Excel., T1059 
RTM uses the command line and rundll32  to execute., T1059 
Sakula calls cmd  to run various DLL files via rundll32 and also to perform file cleanup., T1059 
Sakula also has the capability to invoke a reverse shell., T1059 
SeaDuke is capable of executing commands., T1059 
Seasalt uses cmd  to create a reverse shell on the infected endpoint., T1059 
SEASHARPEE can execute commands on victims., T1059 
ServHelper can execute shell commands against cmd., T1059 
Silence has used Windows command-line to run commands., T1059 
SNUGRIDE is capable of executing commands and spawning a reverse shell., T1059 
Soft Cell used the Windows command shell to execute commands., T1059 
Sowbug has used command line during its intrusions., T1059 
StreamEx has the ability to remotely execute commands., T1059 
Several tools used by Suckfly have been command-line driven., T1059 
TDTESS provides a reverse shell on the victim., T1059 
TEXTMATE executes cmd  to provide a reverse shell to adversaries., T1059 
Threat Group-1314 actors spawned shells on remote systems on a victim network to execute commands., T1059 
Threat Group-3390 has used command-line interfaces for execution., T1059 
TinyZBot supports execution from the command-line., T1059 
Turla RPC backdoors have used cmd  to execute commands., T1059 
TURNEDUP is capable of creating a reverse shell., T1059 
TYPEFRAME can execute commands using a shell., T1059 
UBoatRAT can start a command shell., T1059 
"Umbreon provides access using both standard facilities like SSH and additional access using its backdoor Espeon, providing a reverse shell upon receipt of a special packet", T1059 
UPPERCUT uses cmd  to execute commands on the victim?????s machine., T1059 
Volgmer can execute commands on the victim's machine., T1059 
WEBC2 can open an interactive command shell., T1059 
Wiarp creates a backdoor through which remote attackers can open a command line interface., T1059 
WINERACK can create a reverse shell that utilizes statically-linked Wine cmd  code to emulate Windows command prompt commands., T1059 
XTunnel has been used to execute remote commands., T1059 
Zebrocy uses cmd  to execute commands on the system., T1059 
Zeus Panda can launch an interface where it can execute several commands on the victim?????s PC., T1059 
ZLib has the ability to execute shell commands., T1059 
zwShell can launch command-line shells., T1059 
ZxShell can launch a reverse command shell., T1059 
A variant of ADVSTORESHELL attempts communication to the C2 server over HTTP on port 443., T1043 
APT19 used TCP port 80 for C2., T1043 
APT28 has used port 443 for C2., T1043 
APT29 has used Port Number 443 for C2., T1043 
APT3 uses commonly used ports   for command and control., T1043 
APT32 has used port 80 for C2 communications., T1043 
APT33 has used port 443 for command and control., T1043 
APT37 has used port 8080 for C2., T1043 
AuditCred has used Port Number 443 for C2 communications., T1043 
BADCALL uses port 8000 and 443 for C2., T1043 
BBSRAT uses HTTP TCP port 80 and HTTPS TCP port 443 for communications., T1043 
Bisonal uses 443 for C2 communications., T1043 
Calisto attempted to contact the C2 server over TCP using port 80., T1043 
Carbanak uses Port Numbers 443 and 80 for the C2 server., T1043 
Carbon uses port 80 for C2 communications., T1043 
Cardinal RAT is downloaded using HTTP over port 443., T1043 
Cobalt Strike uses a custom command and control protocol that communicates over commonly used ports., T1043 
The C2 protocol is encapsulated in common application layer protocols., T1043 
"Comnie uses Port Numbers 80, 8080, 8000, and 443 for communication to the C2 servers.", T1043 
Denis uses port 53 for C2 communications., T1043 
Dragonfly 2.0 used SMB over ports 445 or 139 for C2., T1043 
The group also established encrypted connections over port 443., T1043 
"Duqu uses a custom command and control protocol that communicates over commonly used ports, and is frequently encapsulated by application layer protocols.", T1043 
Ebury has used UDP port 53 for C2., T1043 
ELMER uses HTTP over port 443 for command and control., T1043 
"Emotet has used ports 20, 22, 80, 443, 8080, and 8443.", T1043 
Empire can conduct command and control over commonly used ports like 80 and 443., T1043 
EvilGrab uses port 8080 for C2., T1043 
"FELIXROOT uses Port Numbers 443, 8443, and 8080 for C2 communications.", T1043 
"FIN7 has used ports 53, 80, 443, and 8080 for C2.", T1043 
FIN8 has tunneled RDP backdoors over port 443., T1043 
FlawedAmmyy has used port 443 for C2., T1043 
FlawedGrace has used port 443 for C2 communications., T1043 
FTP operates over ports 21 and 20., T1043 
Fysbis has used port 80 for C2., T1043 
gh0st RAT uses port 443 for C2 communications., T1043 
HARDRAIN binds and listens on port 443., T1043 
HAWKBALL has sent HTTP GET requests over port 443 for C2., T1043 
HOPLIGHT has connected outbound over TCP port 443., T1043 
One HTTPBrowser variant connected to its C2 server over port 8080., T1043 
InvisiMole uses port 80 for C2., T1043 
Ixeshe has used TCP port 443 for C2., T1043 
"KeyBoy calls back to the C2 server over ports 53, 80, and 443.", T1043 
KEYMARBLE uses port 443 for C2., T1043 
"Some Lazarus Group malware uses a list of ordered port numbers to choose a port for C2 traffic, which includes commonly used ports such as 443, 53, 80, 25, and 8080.", T1043 
Linux Rabbit checks to see if an SSH server is listening on port 22., T1043 
LOWBALL command and control occurs via HTTPS over port 443., T1043 
Machete used TCP port 21 for C2., T1043 
Magic Hound malware has communicated with C2 servers over port 6667   and port 8080., T1043 
MirageFox uses port 80 for C2., T1043 
"MoonWind communicates over ports 80, 443, 53, and 8080 via raw sockets instead of the protocols usually associated with the ports.", T1043 
Naid connects to external C2 infrastructure over port 443., T1043 
Nidiran communicates with its C2 domain over ports 443 and 8443., T1043 
Night Dragon has used ports 25 and 80 for C2 communications., T1043 
OceanSalt uses Port Number 8080 for C2., T1043 
OilRig has used port 80 to call back to the C2 server., T1043 
